system:index,distance_dep,distance_nac,distance_vec,elevation,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
1_1_1_2_46,1269376.8709353702,3273.5589233521064,5656.323581185762,256,-12.924875,-70.057625,0,-1.5,1669,1571.5,97.5,2.2,2.6557524,
1_1_1_2_47,1269295.6051045666,5061.959086987947,11071.198342270214,266,-12.957625000000007,-70.099375,0,0.0,1669,1571.5,97.5,0.0,1.3286786,
1_1_1_2_48,9165.728256735432,1269711.9987970798,0.0,305,-12.788875000000004,-70.475875,0,-75.0,1669,1571.5,97.5,66.4,5.090973,
1_1_1_2_49,11892.08907959413,1269962.822215272,1343.1130726152874,259,-12.686125000000004,-70.515875,0,50.5,1669,1571.5,97.5,-6.0,5.547545,
1_1_1_2_50,25752.058777982926,1269444.2959411775,2252.27835818186,379,-12.897625000000005,-70.602625,0,68.5,1669,1571.5,97.5,-3.1,8.28097,
1_1_1_2_51,1269428.240234796,2191.6294947143897,3119.702715379886,258,-12.904125000000008,-70.03037499999999,0,-0.5,1669,1571.5,97.5,0.3,4.2263765,
1_1_1_2_52,15886.872508591743,1269766.5029135125,798.8558063663519,301,-12.766625000000005,-70.553375,0,108.5,1669,1571.5,97.5,-21.1,0.9509142,
1_1_1_2_53,1269373.773222716,3191.2623821420266,6140.8316204702105,260,-12.926124999999999,-70.065375,0,-89.5,1669,1571.5,97.5,53.7,1.3285929,
1_1_1_2_54,22411.728388428444,1269581.8194608134,3503.0098530431765,310,-12.841875000000002,-70.584625,0,105.5,1669,1571.5,97.5,-27.3,3.3997457,
1_1_1_2_55,7924.398706679692,1269752.412584921,1562.0531050364777,294,-12.772374999999997,-70.471125,0,0.0,1669,1571.5,97.5,0.0,2.0836442,
1_1_1_2_56,2684.07843256592,21127.000566777304,2802.8690149062763,420,-13.017875000000004,-70.550375,0,0.0,1669,1571.5,97.5,0.0,6.712132,
1_1_1_2_57,7218.104951982852,28255.596105994915,6125.360409831374,366,-12.966625000000008,-70.593875,0,-1.5,1669,1571.5,97.5,0.9,11.929159,
1_1_1_2_58,1269258.3264071234,8796.95428608253,10490.524077106611,262,-12.972625000000008,-70.03937499999999,0,-2.0,1669,1571.5,97.5,1.5,0.95169485,
1_1_1_2_59,1269669.0545119725,9707.320450105935,8384.902978667667,242,-12.806375000000003,-69.961375,0,-6.0,1669,1571.5,97.5,3.6,2.8510978,
1_1_1_2_60,1269553.4796838858,4626.344670202094,8102.251135955536,246,-12.853375,-69.96187499999999,0,528.5,1669,1571.5,97.5,-127.3,2.1157203,
1_1_1_2_61,20326.672784077262,1269455.4470518366,1186.8194827433279,320,-12.893124999999998,-70.553125,0,26.5,1669,1571.5,97.5,5.0,6.325041,
1_1_1_2_62,14800.422452972007,1269858.112042878,2379.4464639603716,296,-12.729124999999996,-70.549125,0,79.0,1669,1571.5,97.5,-9.6,2.9378803,
1_1_1_2_63,7264.343190228046,28349.366843698615,4274.1031372378675,338,-12.949875000000006,-70.581625,0,0.0,1669,1571.5,97.5,0.0,2.0839508,
1_1_1_2_64,1269308.6678793903,7002.851965952405,8351.587914981208,253,-12.952375000000004,-70.028125,0,-0.5,1669,1571.5,97.5,0.3,2.9381528,
1_1_1_2_65,1269401.6523644682,2622.9808082474738,5204.604436114793,249,-12.914874999999995,-70.010125,0,-196.5,1669,1571.5,97.5,123.8,2.1161408,
1_1_1_2_66,1269660.4861274278,8921.230564948353,6998.628309731374,244,-12.809875000000005,-69.974875,0,0.0,1669,1571.5,97.5,0.0,3.7990818,
1_1_1_2_67,28834.57316519772,1269429.4792675998,4836.752259161503,405,-12.903625000000005,-70.630625,0,0.5,1669,1571.5,97.5,0.0,10.139485,
1_1_1_2_68,6644.771451291052,1269839.7907457163,4915.987339199018,296,-12.736625000000004,-70.47387499999999,0,0.0,1669,1571.5,97.5,0.0,2.0835826,
1_1_1_2_69,1269518.9961877307,1396.8859365833055,986.2267360017611,259,-12.867374999999996,-70.048625,0,-184.5,1669,1571.5,97.5,159.7,3.9796023,
1_1_1_2_70,17354.106417621686,1269586.723365294,1033.8378642186537,280,-12.839875000000006,-70.531875,0,-20.0,1669,1571.5,97.5,26.2,0.92740995,
1_1_1_2_71,235.59392720347495,13670.045554921637,1586.8062501261625,391,-13.015875000000008,-70.462125,0,20.0,1669,1571.5,97.5,-4.0,2.8534842,
1_1_1_2_72,24380.62329276171,1269449.2520024525,1559.275720161247,327,-12.895624999999995,-70.590125,0,141.5,1669,1571.5,97.5,11.8,5.547545,
1_1_1_2_73,1269396.0765851017,2192.943057245066,9181.894245227506,252,-12.917124999999999,-69.965125,0,-47.0,1669,1571.5,97.5,28.2,4.1622887,
1_1_1_2_74,13617.617303350386,1269722.4249548651,346.58028020214886,294,-12.784625000000005,-70.523875,0,-69.5,1669,1571.5,97.5,75.5,3.9789336,
1_1_1_2_75,3478.0884800120425,15509.40679209439,418.9332526673309,429,-13.029125000000008,-70.494875,0,2.0,1669,1571.5,97.5,-0.4,1.3288753,
1_1_1_2_76,1269523.9519573853,3639.0397351206025,11003.568041233784,245,-12.865375,-69.935375,0,0.0,1669,1571.5,97.5,0.0,1.9020488,
1_1_1_2_77,1269391.7398508838,2393.1965409710547,8968.044227899389,257,-12.918875,-69.968375,0,-78.0,1669,1571.5,97.5,48.1,0.0,
1_1_1_2_78,1269470.8829183758,1172.5207743612023,10494.533606716286,245,-12.886875000000003,-69.943375,0,-1.0,1669,1571.5,97.5,0.6,1.3284862,
1_1_1_2_79,11586.154679933026,1269891.605787306,320.7465570849295,284,-12.715375000000009,-70.519375,0,125.0,1669,1571.5,97.5,-15.0,3.90862,
1_1_1_2_80,3814.803158262757,10784.365697815121,4474.1018681531295,495,-13.054375000000007,-70.459875,0,37.5,1669,1571.5,97.5,6.2,2.7802885,
1_1_1_2_81,11385.230724370753,31028.64107091154,10551.8374219579,364,-12.991875000000007,-70.639625,0,17.0,1669,1571.5,97.5,-4.5,7.581666,
1_1_1_2_82,86.61013397759633,19256.02545814432,615.4806439155238,474,-12.991875000000007,-70.50812499999999,0,8.0,1669,1571.5,97.5,-2.0,2.1166687,
1_1_1_2_83,9849.784165202516,30839.110182670425,5859.056350960492,314,-12.956375000000008,-70.615625,0,-15.0,1669,1571.5,97.5,9.2,2.6559236,
1_1_1_2_84,1269658.6279159207,9463.13371061616,8186.699602396733,233,-12.810625000000002,-69.931125,0,594.0,1669,1571.5,97.5,-135.7,2.0837095,
1_1_1_2_85,7938.223333760223,1269972.523854342,4502.179321879827,266,-12.682125,-70.475875,0,46.5,1669,1571.5,97.5,7.1,2.849703,
1_1_1_2_86,1269323.5375938376,4848.201561448547,9027.101080836805,264,-12.946375000000003,-70.082875,0,0.0,1669,1571.5,97.5,0.9,0.95159507,
1_1_1_2_87,23773.593703428254,1269401.032834637,516.8433272301614,311,-12.915125000000003,-70.583625,0,13.0,1669,1571.5,97.5,16.8,2.1161408,
1_1_1_2_88,1269597.821605492,4957.095754136068,2725.4051936779165,246,-12.835374999999999,-70.017625,0,-28.0,1669,1571.5,97.5,16.8,1.328346,
1_1_1_2_89,15312.842440048484,1269611.3458414723,1895.9561149572396,281,-12.829875000000001,-70.516125,0,25.5,1669,1571.5,97.5,-3.4,1.8543341,
1_1_1_2_90,18392.12169976807,1269591.67887058,27.39675554432438,289,-12.837874999999997,-70.544625,0,7.0,1669,1571.5,97.5,14.1,4.162015,
1_1_1_2_91,1269222.2858498248,9625.940123983102,12300.766228118806,260,-12.987125000000006,-70.05987499999999,0,0.5,1669,1571.5,97.5,1.3,3.4011326,
1_1_1_2_92,10456.530450933,1269680.100416366,1546.993670006139,306,-12.801874999999995,-70.481625,0,10.0,1669,1571.5,97.5,-1.4,3.7047918,
1_1_1_2_93,1269339.6978845794,5412.125196318448,6902.829523900699,254,-12.939875,-70.039125,0,-277.0,1669,1571.5,97.5,227.2,0.0,
1_1_1_2_94,1269377.490476994,3898.931279788311,5535.44799772543,257,-12.924625000000006,-70.022125,0,-9.0,1669,1571.5,97.5,97.2,1.3285891,
1_1_1_2_95,884.9378598913827,19630.724604404124,817.0667352956904,435,-12.999125000000006,-70.519125,0,7.5,1669,1571.5,97.5,-1.1,1.8543341,
1_1_1_2_96,14116.842283711021,1269760.360994632,86.64765878234067,289,-12.769125000000003,-70.535625,0,-42.5,1669,1571.5,97.5,34.6,1.8543341,
1_1_1_2_97,1269279.4958848846,8224.397647046151,9599.214982361207,260,-12.964124999999996,-70.030625,0,1.0,1669,1571.5,97.5,-0.3,1.3286968,
1_1_1_2_98,1269334.1218330665,4945.306080910131,9749.304164216099,257,-12.942125000000004,-69.97812499999999,0,0.0,1669,1571.5,97.5,0.0,0.92740995,
1_1_1_2_99,17725.90694414169,1269709.5728966047,3289.856163437976,300,-12.789874999999995,-70.56287499999999,0,126.0,1669,1571.5,97.5,-25.4,2.1152906,
1_1_1_2_100,1269296.224685856,6773.901774529696,8986.925140283009,259,-12.957374999999999,-70.054375,0,-46.0,1669,1571.5,97.5,152.2,2.0839639,
1_1_1_2_101,13165.205962374393,1269912.351854662,1866.067558087771,295,-12.706874999999997,-70.532875,0,15.0,1669,1571.5,97.5,-2.4,2.083532,
1_1_1_2_102,5861.076094423202,25910.951009701916,6628.002450748007,386,-12.997875000000008,-70.589375,0,1.5,1669,1571.5,97.5,2.5,7.789364,
1_1_1_2_103,1269322.2984576204,5487.83532030131,8007.155397491067,263,-12.946875000000006,-70.059625,0,-28.5,1669,1571.5,97.5,60.5,2.7802885,
1_1_1_2_104,1269469.643925983,1262.8066342072918,10718.24566300233,244,-12.887375000000006,-69.941375,0,-1.0,1669,1571.5,97.5,0.6,7.1802435,
1_1_1_2_105,10866.20298366014,31943.582013803,2659.2821589579676,315,-12.927125000000004,-70.605375,0,26.0,1669,1571.5,97.5,2.1,2.9381218,
1_1_1_2_106,11420.91446056219,32314.95075938035,6662.724039687395,325,-12.953874999999996,-70.630375,0,64.0,1669,1571.5,97.5,13.4,1.9027227,
1_1_1_2_107,9797.036607116917,28846.046355330258,10495.538422105721,418,-13.006875000000008,-70.624875,0,-6.0,1669,1571.5,97.5,8.4,11.156068,
1_1_1_2_108,1269475.1677577454,1940.5489662163136,11520.833754504305,250,-12.885125000000002,-69.93362499999999,0,0.0,1669,1571.5,97.5,0.0,2.655535,
1_1_1_2_109,12671.596853759938,1269681.9585964475,1282.774419349521,287,-12.801124999999999,-70.505625,0,-10.5,1669,1571.5,97.5,9.3,2.0836933,
1_1_1_2_110,1269306.1895767134,5017.191429167723,10196.514558028155,264,-12.953375000000008,-70.091625,0,0.0,1669,1571.5,97.5,0.0,0.0,
1_1_1_2_111,2661.635478041415,21316.3199472552,2846.6880838748384,410,-13.016625000000005,-70.551625,0,0.0,1669,1571.5,97.5,0.0,2.7802885,
1_1_1_2_112,407.155550313242,18482.419717412427,1378.4207987760976,454,-12.997124999999997,-70.50337499999999,0,-8.0,1669,1571.5,97.5,5.4,2.116705,
1_1_1_2_113,8152.810845492065,25914.277200059307,8646.033519940209,445,-13.026624999999996,-70.604625,0,1.5,1669,1571.5,97.5,0.8,8.054806,
1_1_1_2_114,3975.029953392942,24725.983935132386,4837.870503131096,354,-12.990375,-70.571375,0,11.5,1669,1571.5,97.5,-0.8,1.903001,
1_1_1_2_115,7159.941597812236,15697.016673227281,4468.496444197059,484,-13.062375000000003,-70.51837499999999,0,-2.5,1669,1571.5,97.5,2.1,16.797556,
1_1_1_2_116,4482.6428218693745,16870.646922932938,1593.584310052992,490,-13.035375000000002,-70.51537499999999,0,97.0,1669,1571.5,97.5,-19.2,17.607283,
1_1_1_2_117,1269385.544490586,2235.1182831120936,6323.589940258931,261,-12.921374999999998,-70.075375,0,-308.5,1669,1571.5,97.5,205.9,2.6557329,
1_1_1_2_118,17172.700409725392,1269598.4410392954,543.8129666756847,296,-12.835125000000005,-70.533125,0,-32.5,1669,1571.5,97.5,41.0,9.4705,
1_1_1_2_119,28609.264768493264,1269392.3593852506,4513.026363756469,384,-12.918625000000006,-70.627625,0,-66.5,1669,1571.5,97.5,49.9,11.154315,
1_1_1_2_120,1269742.6060368451,12613.294473069098,5766.254334216884,252,-12.776375000000002,-69.910625,0,1.5,1669,1571.5,97.5,-0.3,0.9509508,
1_1_1_2_121,1269384.3054148979,2810.2130355718323,7209.115373657375,256,-12.921875,-69.990625,0,0.0,1669,1571.5,97.5,0.0,4.226619,
1_1_1_2_122,3807.4237792312747,24661.71349442573,4640.587174903717,356,-12.988624999999999,-70.569375,0,21.5,1669,1571.5,97.5,0.4,0.0,
1_1_1_2_123,1256.8510482046179,16284.964082425651,514.5670594460863,398,-13.008375000000001,-70.486375,0,8.5,1669,1571.5,97.5,13.2,5.3010473,
1_1_1_2_124,26581.602452713447,1269409.6545976137,2465.96313914326,347,-12.911625,-70.609625,0,-173.5,1669,1571.5,97.5,135.7,2.9988031,
1_1_1_2_125,6433.396818564986,1269879.426346091,4242.152444390724,274,-12.720375000000004,-70.472625,0,2.0,1669,1571.5,97.5,-0.2,6.464861,
1_1_1_2_126,14436.203605543615,1269663.5315237392,739.7542637853292,283,-12.808625000000006,-70.519875,0,14.0,1669,1571.5,97.5,21.0,1.3282739,
1_1_1_2_127,16909.75055556889,1269427.0012007828,4407.49723947907,340,-12.904624999999996,-70.521625,0,0.0,1669,1571.5,97.5,0.0,2.083872,
1_1_1_2_128,1269574.437758353,4939.940964597008,4073.2258986577926,263,-12.844875000000002,-70.000625,0,0.0,1669,1571.5,97.5,0.0,6.464861,
1_1_1_2_129,8264.690636228377,25233.095687826888,8659.237647350994,406,-13.035125000000008,-70.601625,0,8.0,1669,1571.5,97.5,0.7,9.281903,
1_1_1_2_130,1269360.7627470177,3971.9014747900596,6419.266429215866,258,-12.931375000000003,-70.060125,0,-0.5,1669,1571.5,97.5,0.3,5.627558,
1_1_1_2_131,14411.329604985118,35265.39187098431,8199.485940002449,347,-12.942374999999998,-70.655125,0,0.0,1669,1571.5,97.5,0.0,11.919882,
1_1_1_2_132,11070.923536280387,1269761.5997033527,1942.1468806090272,281,-12.768625,-70.505875,0,99.5,1669,1571.5,97.5,-12.7,5.4924335,
1_1_1_2_133,1269353.9476827173,5035.889075841494,6292.0298827784,257,-12.934125000000009,-70.034125,0,-86.5,1669,1571.5,97.5,148.3,2.6558025,
1_1_1_2_134,16936.438980637242,1269536.2380528897,2615.2358108309163,303,-12.860375000000005,-70.525125,0,12.5,1669,1571.5,97.5,3.4,3.3669438,
1_1_1_2_135,19427.33775755364,1269714.4763076748,3769.2859226353667,304,-12.787875,-70.580375,0,0.0,1669,1571.5,97.5,0.0,0.0,
1_1_1_2_136,1269473.3608995336,1923.455392350523,11700.275158343276,251,-12.885874999999999,-69.932125,0,-1.0,1669,1571.5,97.5,0.6,3.7047918,
1_1_1_2_137,1269446.154466423,387.4042220342984,3770.3806173913,258,-12.896875000000009,-70.066625,0,-52.0,1669,1571.5,97.5,101.2,2.8521245,
1_1_1_2_138,1269623.6310912694,7233.133045898434,7113.054250522346,255,-12.824875000000006,-69.978375,0,7.5,1669,1571.5,97.5,-1.5,1.9017442,
1_1_1_2_139,4720.52488027165,25610.140491414535,5511.240979691459,350,-12.983874999999998,-70.57662499999999,0,1.0,1669,1571.5,97.5,0.1,1.902952,
1_1_1_2_140,7319.857409563241,26765.477063489026,4057.340127311414,330,-12.927875,-70.543875,0,0.0,1669,1571.5,97.5,0.0,4.670855,
1_1_1_2_141,26501.75384821257,1269512.233595845,4811.711075756991,335,-12.870125000000002,-70.611875,0,0.0,1669,1571.5,97.5,0.0,6.7108755,
1_1_1_2_142,1269561.532581014,2983.660983537684,564.1203290127637,254,-12.850125000000006,-70.032625,0,-28.0,1669,1571.5,97.5,42.4,3.3669,
1_1_1_2_143,1269283.2134152655,6653.313859736523,10287.088229793626,265,-12.962625000000003,-70.076875,0,92.0,1669,1571.5,97.5,86.8,3.8244078,
1_1_1_2_144,1269381.8272598935,3575.8136847345068,5586.940023673514,252,-12.922875000000005,-70.016625,0,-326.0,1669,1571.5,97.5,237.6,1.3285838,
1_1_1_2_145,26887.12923094534,1269431.9573295792,2971.258658660097,337,-12.902625,-70.612875,0,13.0,1669,1571.5,97.5,9.0,2.1160553,
1_1_1_2_146,1269304.95042356,6218.201937464158,10917.572619448883,254,-12.953874999999996,-69.975375,0,0.0,1669,1571.5,97.5,0.0,4.723375,
1_1_1_2_147,27621.67833996014,1269495.5592649907,5307.644398797542,344,-12.876874999999998,-70.621375,0,0.0,1669,1571.5,97.5,0.0,2.93806,
1_1_1_2_148,1269544.8588976574,4154.499499965651,8713.957398813689,248,-12.856875000000002,-69.956125,0,22.0,1669,1571.5,97.5,7.3,9.242559,
1_1_1_2_149,1269693.6237759476,10652.275536205547,8000.91721930803,250,-12.796374999999998,-69.964125,0,0.0,1669,1571.5,97.5,0.0,2.6550558,
1_1_1_2_150,20390.075669174887,1269465.9269415492,727.8777878852189,300,-12.888874999999999,-70.553625,0,31.5,1669,1571.5,97.5,15.0,0.92740995,
1_1_1_2_151,13469.707344819268,33083.57204363676,11432.966680254798,326,-12.987375,-70.65837499999999,0,-3.5,1669,1571.5,97.5,3.0,2.6560938,
1_1_1_2_152,12319.785505805594,1269850.783555734,193.76385251638703,284,-12.732124999999996,-70.526375,0,62.5,1669,1571.5,97.5,-3.6,2.0835752,
1_1_1_2_153,1269338.458764138,4970.594916061867,7246.640347173928,255,-12.940375000000003,-70.057125,0,-1.0,1669,1571.5,97.5,3.2,0.95157176,
1_1_1_2_154,1269296.224685856,7420.973438169654,8981.706094238514,257,-12.957374999999999,-70.023125,0,0.0,1669,1571.5,97.5,0.0,2.938159,
1_1_1_2_155,1269411.5131735771,1595.6198485958082,4968.314126322178,258,-12.910875000000004,-70.068625,0,-409.0,1669,1571.5,97.5,254.7,2.9381015,
1_1_1_2_156,1269426.3816833228,1445.623457786176,5084.223027173283,253,-12.904875000000004,-70.001625,0,-16.0,1669,1571.5,97.5,11.0,2.852216,
1_1_1_2_157,1269289.409275038,6494.720347244831,9742.378924968776,260,-12.960125000000005,-70.069875,0,36.5,1669,1571.5,97.5,120.5,1.3286855,
1_1_1_2_158,14440.339771092293,1269554.0991393246,4393.698016360724,301,-12.853125000000006,-70.502875,0,-18.0,1669,1571.5,97.5,12.4,0.92740995,
1_1_1_2_159,12035.686797912644,1269778.7350500072,2131.6336954716026,283,-12.761624999999995,-70.518125,0,6.0,1669,1571.5,97.5,10.4,1.9012673,
1_1_1_2_160,19601.11063472698,1269657.440723812,3920.333186115835,304,-12.811125000000004,-70.571625,0,151.0,1669,1571.5,97.5,0.9,1.8543341,
1_1_1_2_161,1269360.1431972298,3583.2986026641,10940.153402806047,250,-12.931624999999997,-69.955125,0,0.0,1669,1571.5,97.5,0.0,3.4006002,
1_1_1_2_162,6312.780096711629,25648.944191661627,6973.910079844579,473,-13.008125000000007,-70.592625,0,15.5,1669,1571.5,97.5,-1.8,12.482588,
1_1_1_2_163,11643.997693458992,32793.12526624724,3847.462265874625,323,-12.929375000000007,-70.617125,0,-12.5,1669,1571.5,97.5,76.9,3.400579,
1_1_1_2_164,9777.949103744355,29354.067548378465,10300.311207753022,464,-12.997124999999997,-70.625125,0,8.5,1669,1571.5,97.5,-0.2,2.938208,
1_1_1_2_165,1269498.6566804738,1726.7385922114904,4082.1851801494427,259,-12.875625,-70.001375,0,-1.5,1669,1571.5,97.5,2.0,0.9513255,
1_1_1_2_166,4569.916347307325,10876.772846691832,4626.428322278343,484,-13.059125000000009,-70.46487499999999,0,63.0,1669,1571.5,97.5,-8.5,16.233423,
1_1_1_2_167,1269581.8194608134,5215.7146446947045,4606.286906573865,263,-12.841875000000002,-69.996375,0,0.0,1669,1571.5,97.5,0.0,2.8515,
1_1_1_2_168,20523.353631882786,1269579.3416913464,1791.0684067331588,299,-12.842875000000006,-70.564375,0,-8.0,1669,1571.5,97.5,23.0,2.7802885,
1_1_1_2_169,1269586.723365294,6192.915307868905,10022.11945647433,263,-12.839875000000006,-69.937125,0,20.5,1669,1571.5,97.5,-5.0,12.026757,
1_1_1_2_170,22651.6983427682,1269547.9561928606,2374.7602634965137,299,-12.855625000000003,-70.579375,0,10.5,1669,1571.5,97.5,17.2,2.083787,
1_1_1_2_171,15138.104231552306,1269773.8318870815,554.8216101081218,297,-12.763625000000005,-70.547125,0,73.5,1669,1571.5,97.5,-12.5,2.083629,
1_1_1_2_172,5897.016673659153,13771.176648676848,3248.1044583365274,542,-13.056125000000009,-70.495125,0,82.5,1669,1571.5,97.5,-9.4,16.782427,
1_1_1_2_173,11544.055175437905,32624.21857125672,2842.4619208503696,316,-12.923124999999999,-70.610125,0,56.0,1669,1571.5,97.5,40.2,3.8007894,
1_1_1_2_174,3282.3559333232674,14236.461224893133,1453.5376376071001,429,-13.033875000000009,-70.483875,0,0.0,1669,1571.5,97.5,0.0,4.2281513,
1_1_1_2_175,18859.597062864206,1269716.2828227691,3406.468362419149,296,-12.787125000000003,-70.575125,0,7.0,1669,1571.5,97.5,-1.4,2.1152718,
1_1_1_2_176,2168.9404797475427,15365.649917803163,464.7729599459019,398,-13.020125000000007,-70.485875,0,0.0,1669,1571.5,97.5,0.0,0.95187694,
1_1_1_2_177,10405.501171443222,1270005.343743454,3383.3532740574396,274,-12.668625000000006,-70.50637499999999,0,-4.5,1669,1571.5,97.5,2.7,2.0834668,
1_1_1_2_178,4492.468913141956,10946.621379445758,4682.507669548275,456,-13.058125000000004,-70.46487499999999,0,45.5,1669,1571.5,97.5,-1.2,13.374912,
1_1_1_2_179,12259.483186133453,1269670.2933097729,2036.5363535213082,286,-12.805875,-70.498625,0,0.0,1669,1571.5,97.5,0.0,4.1619053,
1_1_1_2_180,18085.199455580925,1269418.3279288285,3803.58693078508,346,-12.908124999999998,-70.532125,0,-1.0,1669,1571.5,97.5,0.6,9.64665,
1_1_1_2_181,1269562.1520325236,3156.2658859342637,1126.2437306355575,255,-12.849874999999997,-70.027125,0,157.0,1669,1571.5,97.5,-2.6,2.6553452,
1_1_1_2_182,1269378.1100183153,4116.120126407821,5239.2806930593115,264,-12.924374999999998,-70.033125,0,0.0,1669,1571.5,97.5,9.7,2.0839064,
1_1_1_2_183,1269683.8167738097,10570.838734625877,7936.418711030003,238,-12.800375000000003,-69.93062499999999,0,-82.0,1669,1571.5,97.5,87.0,4.723258,
1_1_1_2_184,19278.90107620387,1269759.173897641,2305.8677101005546,304,-12.769625000000005,-70.584625,0,236.5,1669,1571.5,97.5,-65.8,1.3281691,
1_1_1_2_185,6483.7807708239525,1269943.9863745964,5130.5466914976705,291,-12.693875000000006,-70.465625,0,7.5,1669,1571.5,97.5,-1.5,3.39835,
1_1_1_2_186,794.249412279449,21195.942791494614,1287.2318061080723,394,-13.003375000000005,-70.540875,0,0.0,1669,1571.5,97.5,0.0,6.734623,
1_1_1_2_187,8964.919979360002,1269873.9558810883,2075.573458502644,276,-12.722625000000008,-70.495875,0,-1.5,1669,1571.5,97.5,33.9,2.9378722,
1_1_1_2_188,15301.666111358865,34946.95669265331,12327.78798650422,419,-12.981875000000002,-70.67462499999999,0,-11.0,1669,1571.5,97.5,14.6,7.788901,
1_1_1_2_189,17367.648909862553,1269661.7249335884,1918.8569557425492,300,-12.809375000000003,-70.549125,0,19.5,1669,1571.5,97.5,7.5,3.3667276,
1_1_1_2_190,136.9361218409655,13546.519620014202,1724.5254803348714,401,-13.016125000000002,-70.460875,0,40.0,1669,1571.5,97.5,-4.9,2.116835,
1_1_1_2_191,11143.746817572413,30978.48162552907,10058.191707499152,358,-12.988124999999997,-70.637125,0,28.5,1669,1571.5,97.5,-6.9,6.615448,
1_1_1_2_192,12139.884337360358,33283.755672541425,3924.339711625538,338,-12.925624999999997,-70.619875,0,-176.0,1669,1571.5,97.5,154.0,2.0839083,
1_1_1_2_193,1269232.1996868195,9416.439578572894,11751.955001339804,255,-12.983125000000001,-70.053375,0,0.0,1669,1571.5,97.5,0.0,4.162517,
